StudyID,Subgroup,Age_Group,Country,Device_Brand,Sampling_Rate_Hz,Sleep_Objective_Yes_No,Behavior,Minutes,Mean_Type,StudyID_display
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,LPA,326,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Anxiety,,Sweden,ActiGraph,30,No,MVPA,62,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Anxiety)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,Sleep,475,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,SB,576,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,LPA,327,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Burnout,,Sweden,ActiGraph,30,No,MVPA,61,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Burnout)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,Sleep,476,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,SB,575,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,LPA,327,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Mental Wellbeing,,Sweden,ActiGraph,30,No,MVPA,62,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Mental Wellbeing)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,Sleep,476,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,SB,575,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,LPA,327,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Larisch, Kallings, Hagstrmer (2020)",Stress,,Sweden,ActiGraph,30,No,MVPA,62,Geometric,"Larisch, Kallings, Hagstrmer (2020) (Stress)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,Sleep,494,Geometric,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,SB,601,Geometric,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,LPA,238,Geometric,"Curtis, Dumuid, Olds (2020) (Full)"
"Curtis, Dumuid, Olds (2020)",Full,,Australia,GENEActiv,50,Yes,MVPA,107,Geometric,"Curtis, Dumuid, Olds (2020) (Full)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,Sleep,437.3,Geometric,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,SB,818.3,Geometric,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,LPA,122.6,Geometric,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Chastin, McGregor, Palarea-Albaladejo (2021)",UK Biobank,,United Kingdom,Axivity,NR,No,MVPA,61.8,Geometric,"Chastin, McGregor, Palarea-Albaladejo (2021) (UK Biobank)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,Sleep,6h58m,Geometric,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,SB,10h05m,Geometric,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,LPA,6h40m,Geometric,"Clarke, Janssen (2021) (NR)"
"Clarke, Janssen (2021)",NR,,USA,ActiGraph,NR,No,MVPA,17m,Geometric,"Clarke, Janssen (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,Sleep,685,Geometric,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,SB,160,Geometric,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,LPA,20,Geometric,"Dumuid, Wake, Burgner (2021) (NR)"
"Dumuid, Wake, Burgner (2021)",NR,Children,Australia,GENEActiv,50 Hz,Yes,MVPA,NR,Geometric,"Dumuid, Wake, Burgner (2021) (NR)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,Sleep,688,Geometric,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,SB,159,Geometric,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,LPA,23,Geometric,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Matricciani, Dumuid, Paquet (2021)",Children,Children,Australia,GENEActiv,50,Yes,MVPA,NR,Geometric,"Matricciani, Dumuid, Paquet (2021) (Children)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,Sleep,544,Geometric,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,SB,614,Geometric,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,LPA,213,Geometric,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Chong, Parrish, Cliff (2021)",Children T1 cross-sectional sample,Children,Australia,GENEActiv,75,Yes,MVPA,69,Geometric,"Chong, Parrish, Cliff (2021) (Children T1 cross-sectional sample)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,Sleep,580.6,Geometric,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,SB,211.2,Geometric,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,LPA,60.1,Geometric,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Primary school children,Children,United Kingdom,ActiGraph,100,Yes,MVPA,NR,Geometric,"Fairclough, Tyler, Dainty (2021) (Primary school children)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,Sleep,693.6,Geometric,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,SB,205.6,Geometric,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,LPA,41.6,Geometric,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"Fairclough, Tyler, Dainty (2021)",Secondary school adolescents,Adolescents,United Kingdom,ActiGraph,100,Yes,MVPA,NR,Geometric,"Fairclough, Tyler, Dainty (2021) (Secondary school adolescents)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,Sleep,420,Geometric,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,SB,630,Geometric,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,LPA,378,Geometric,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"McGregor, Palarea-Albaladejo, Dall (2021)",Complete Sample,,USA,Actigraph,NR,No,MVPA,12,Geometric,"McGregor, Palarea-Albaladejo, Dall (2021) (Complete Sample)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,Sleep,515.7,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,SB,496.9,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,LPA,381.8,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,MVPA,45.6,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,Sleep,483.8,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,SB,512.9,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,LPA,395.9,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,MVPA,47.4,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,Sleep,558.2,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,SB,475.6,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,LPA,363.2,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
"Farrahi, Kangas, Walmsley (2020)",compositions; robCompositions,,Finland,Hookie,100,Self-report bed/wake time,MVPA,43,Geometric,"Farrahi, Kangas, Walmsley (2020) (compositions; robCompositions)"
,Full,Unknown,,,,,Sleep,,Geometric,
,Full,Unknown,,,,,SB,,Geometric,
,Full,Unknown,,,,,LPA,,Geometric,
,Full,Unknown,,,,,MVPA,,Geometric,
